time,value,label
2025-06-05 12:00:00,10,0
2025-06-05 12:00:15,9,0
2025-06-05 12:00:30,10,0
2025-06-05 12:00:45,9,0
2025-06-05 12:01:00,9,0
2025-06-05 12:01:15,10,0
2025-06-05 12:01:30,10,0
2025-06-05 12:01:45,10,0
2025-06-05 12:02:00,11,0
2025-06-05 12:02:15,10,0
2025-06-05 12:02:30,10,0
2025-06-05 12:02:45,10,0
2025-06-05 12:03:00,11,0
2025-06-05 12:03:15,10,0
2025-06-05 12:03:30,10,0
2025-06-05 12:03:45,9,0
2025-06-05 12:04:00,10,0
2025-06-05 12:04:15,10,0
2025-06-05 12:04:30,10,0
2025-06-05 12:04:45,9,0
2025-06-05 12:05:00,10,0
2025-06-05 12:05:15,10,0
2025-06-05 12:05:30,10,0
2025-06-05 12:05:45,9,0
2025-06-05 12:06:00,9,0
2025-06-05 12:06:15,9,0
2025-06-05 12:06:30,9,0
2025-06-05 12:06:45,9,0
2025-06-05 12:07:00,10,0
2025-06-05 12:07:15,11,0
2025-06-05 12:07:30,11,0
2025-06-05 12:07:45,10,0
2025-06-05 12:08:00,10,0
2025-06-05 12:08:15,10,0
2025-06-05 12:08:30,11,0
2025-06-05 12:08:45,10,0
2025-06-05 12:09:00,10,0
2025-06-05 12:09:15,11,0
2025-06-05 12:09:30,10,0
2025-06-05 12:09:45,10,0
2025-06-05 12:10:00,10,0
2025-06-05 12:10:15,10,0
2025-06-05 12:10:30,10,0
2025-06-05 12:10:45,10,0
2025-06-05 12:11:00,10,0
2025-06-05 12:11:15,10,0
2025-06-05 12:11:30,9,0
2025-06-05 12:11:45,9,0
2025-06-05 12:12:00,10,0
2025-06-05 12:12:15,9,0
2025-06-05 12:12:30,9,0
2025-06-05 12:12:45,9,0
2025-06-05 12:13:00,10,0
2025-06-05 12:13:15,9,0
2025-06-05 12:13:30,10,0
2025-06-05 12:13:45,10,0
2025-06-05 12:14:00,10,0
2025-06-05 12:14:15,9,0
2025-06-05 12:14:30,10,0
2025-06-05 12:14:45,10,0
2025-06-05 12:15:00,11,0
2025-06-05 12:15:15,9,0
2025-06-05 12:15:30,10,0
2025-06-05 12:15:45,10,0
2025-06-05 12:16:00,10,0
2025-06-05 12:16:15,10,0
2025-06-05 12:16:30,10,0
2025-06-05 12:16:45,10,0
2025-06-05 12:17:00,10,0
2025-06-05 12:17:15,11,0
2025-06-05 12:17:30,10,0
2025-06-05 12:17:45,10,0
2025-06-05 12:18:00,10,0
2025-06-05 12:18:15,10,0
2025-06-05 12:18:30,10,0
2025-06-05 12:18:45,9,0
2025-06-05 12:19:00,10,0
2025-06-05 12:19:15,9,0
2025-06-05 12:19:30,10,0
2025-06-05 12:19:45,10,0
2025-06-05 12:20:00,10,0
2025-06-05 12:20:15,9,0
2025-06-05 12:20:30,10,0
2025-06-05 12:20:45,10,0
2025-06-05 12:21:00,10,0
2025-06-05 12:21:15,10,0
2025-06-05 12:21:30,10,0
2025-06-05 12:21:45,10,0
2025-06-05 12:22:00,9,0
2025-06-05 12:22:15,10,0
2025-06-05 12:22:30,10,0
2025-06-05 12:22:45,9,0
2025-06-05 12:23:00,10,0
2025-06-05 12:23:15,9,0
2025-06-05 12:23:30,10,0
2025-06-05 12:23:45,9,0
2025-06-05 12:24:00,9,0
2025-06-05 12:24:15,9,0
2025-06-05 12:24:30,10,0
2025-06-05 12:24:45,9,0
2025-06-05 12:25:00,10,0
2025-06-05 12:25:15,9,0
2025-06-05 12:25:30,10,0
2025-06-05 12:25:45,10,0
2025-06-05 12:26:00,10,0
2025-06-05 12:26:15,9,0
2025-06-05 12:26:30,8,0
2025-06-05 12:26:45,9,0
2025-06-05 12:27:00,9,0
2025-06-05 12:27:15,8,0
2025-06-05 12:27:30,9,0
2025-06-05 12:27:45,9,0
2025-06-05 12:28:00,10,0
2025-06-05 12:28:15,9,0
2025-06-05 12:28:30,10,0
2025-06-05 12:28:45,9,0
2025-06-05 12:29:00,10,0
2025-06-05 12:29:15,10,0
2025-06-05 12:29:30,10,0
2025-06-05 12:29:45,9,0
2025-06-05 12:30:00,10,0
2025-06-05 12:30:15,9,0
2025-06-05 12:30:30,9,0
2025-06-05 12:30:45,9,0
2025-06-05 12:31:00,9,0
2025-06-05 12:31:15,9,0
2025-06-05 12:31:30,10,0
2025-06-05 12:31:45,9,0
2025-06-05 12:32:00,10,0
2025-06-05 12:32:15,9,0
2025-06-05 12:32:30,10,0
2025-06-05 12:32:45,9,0
2025-06-05 12:33:00,10,0
2025-06-05 12:33:15,9,0
2025-06-05 12:33:30,9,0
2025-06-05 12:33:45,9,0
2025-06-05 12:34:00,10,0
2025-06-05 12:34:15,10,0
2025-06-05 12:34:30,10,0
2025-06-05 12:34:45,10,0
2025-06-05 12:35:00,10,0
2025-06-05 12:35:15,10,0
2025-06-05 12:35:30,10,0
2025-06-05 12:35:45,9,0
2025-06-05 12:36:00,9,0
2025-06-05 12:36:15,10,0
2025-06-05 12:36:30,10,0
2025-06-05 12:36:45,10,0
2025-06-05 12:37:00,9,0
2025-06-05 12:37:15,10,0
2025-06-05 12:37:30,10,0
2025-06-05 12:37:45,11,0
2025-06-05 12:38:00,11,0
2025-06-05 12:38:15,11,0
2025-06-05 12:38:30,10,0
2025-06-05 12:38:45,10,0
2025-06-05 12:39:00,10,0
2025-06-05 12:39:15,10,0
2025-06-05 12:39:30,10,0
2025-06-05 12:39:45,10,0
2025-06-05 12:40:00,11,0
2025-06-05 12:40:15,10,0
2025-06-05 12:40:30,11,0
2025-06-05 12:40:45,11,0
2025-06-05 12:41:00,11,0
2025-06-05 12:41:15,10,0
2025-06-05 12:41:30,9,0
2025-06-05 12:41:45,9,0
2025-06-05 12:42:00,9,0
2025-06-05 12:42:15,9,0
2025-06-05 12:42:30,9,0
2025-06-05 12:42:45,9,0
2025-06-05 12:43:00,9,0
2025-06-05 12:43:15,10,0
2025-06-05 12:43:30,10,0
2025-06-05 12:43:45,9,0
2025-06-05 12:44:00,10,0
2025-06-05 12:44:15,9,0
2025-06-05 12:44:30,10,0
2025-06-05 12:44:45,10,0
2025-06-05 12:45:00,10,0
2025-06-05 12:45:15,10,0
2025-06-05 12:45:30,11,0
2025-06-05 12:45:45,10,0
2025-06-05 12:46:00,10,0
2025-06-05 12:46:15,9,0
2025-06-05 12:46:30,10,0
2025-06-05 12:46:45,10,0
2025-06-05 12:47:00,10,0
2025-06-05 12:47:15,10,0
2025-06-05 12:47:30,10,0
2025-06-05 12:47:45,9,0
2025-06-05 12:48:00,9,0
2025-06-05 12:48:15,9,0
2025-06-05 12:48:30,9,0
2025-06-05 12:48:45,9,0
2025-06-05 12:49:00,10,0
2025-06-05 12:49:15,10,0
2025-06-05 12:49:30,10,0
2025-06-05 12:49:45,10,0
2025-06-05 12:50:00,10,0
2025-06-05 12:50:15,9,0
2025-06-05 12:50:30,10,0
2025-06-05 12:50:45,10,0
2025-06-05 12:51:00,10,0
2025-06-05 12:51:15,10,0
2025-06-05 12:51:30,11,0
2025-06-05 12:51:45,10,0
2025-06-05 12:52:00,10,0
2025-06-05 12:52:15,10,0
2025-06-05 12:52:30,11,0
2025-06-05 12:52:45,9,0
2025-06-05 12:53:00,9,0
2025-06-05 12:53:15,9,0
2025-06-05 12:53:30,9,0
2025-06-05 12:53:45,9,0
2025-06-05 12:54:00,10,0
2025-06-05 12:54:15,9,0
2025-06-05 12:54:30,10,0
2025-06-05 12:54:45,10,0
2025-06-05 12:55:00,10,0
2025-06-05 12:55:15,8,0
2025-06-05 12:55:30,10,0
2025-06-05 12:55:45,10,0
2025-06-05 12:56:00,10,0
2025-06-05 12:56:15,10,0
2025-06-05 12:56:30,9,0
2025-06-05 12:56:45,9,0
2025-06-05 12:57:00,9,0
2025-06-05 12:57:15,9,0
2025-06-05 12:57:30,10,0
2025-06-05 12:57:45,10,0
2025-06-05 12:58:00,10,0
2025-06-05 12:58:15,9,0
2025-06-05 12:58:30,10,0
2025-06-05 12:58:45,9,0
2025-06-05 12:59:00,10,0
2025-06-05 12:59:15,10,0
2025-06-05 12:59:30,10,0
2025-06-05 12:59:45,10,0
2025-06-05 13:00:00,10,0
2025-06-05 13:00:15,9,0
2025-06-05 13:00:30,11,0
2025-06-05 13:00:45,9,0
2025-06-05 13:01:00,10,0
2025-06-05 13:01:15,10,0
2025-06-05 13:01:30,10,0
2025-06-05 13:01:45,10,0
2025-06-05 13:02:00,10,0
2025-06-05 13:02:15,10,0
2025-06-05 13:02:30,10,0
2025-06-05 13:02:45,9,0
2025-06-05 13:03:00,9,0
2025-06-05 13:03:15,10,0
2025-06-05 13:03:30,9,0
2025-06-05 13:03:45,9,0
2025-06-05 13:04:00,10,0
2025-06-05 13:04:15,10,0
2025-06-05 13:04:30,9,0
2025-06-05 13:04:45,10,0
2025-06-05 13:05:00,11,0
2025-06-05 13:05:15,10,0
2025-06-05 13:05:30,10,0
2025-06-05 13:05:45,9,0
2025-06-05 13:06:00,10,0
2025-06-05 13:06:15,9,0
2025-06-05 13:06:30,10,0
2025-06-05 13:06:45,9,0
2025-06-05 13:07:00,10,0
2025-06-05 13:07:15,10,0
